patient_id,gene_0000,gene_0001,gene_0002,gene_0003,gene_0004,gene_0005,gene_0006,gene_0007,gene_0008,gene_0009,gene_0010,gene_0011,gene_0012,gene_0013,gene_0014,gene_0015,gene_0016,gene_0017,gene_0018,gene_0019,gene_0020,gene_0021,gene_0022,gene_0023,gene_0024,gene_0025,gene_0026,gene_0027,gene_0028,gene_0029,gene_0030,gene_0031,gene_0032,gene_0033,gene_0034,gene_0035,gene_0036,gene_0037,gene_0038,gene_0039,gene_0040,gene_0041,gene_0042,gene_0043,gene_0044,gene_0045,gene_0046,gene_0047,gene_0048,gene_0049,gene_0050,gene_0051,gene_0052,gene_0053,gene_0054,gene_0055,gene_0056,gene_0057,gene_0058,gene_0059,gene_0060,gene_0061,gene_0062,gene_0063,gene_0064,gene_0065,gene_0066,gene_0067,gene_0068,gene_0069,gene_0070,gene_0071,gene_0072,gene_0073,gene_0074,gene_0075,gene_0076,gene_0077,gene_0078,gene_0079,gene_0080,gene_0081,gene_0082,gene_0083,gene_0084,gene_0085,gene_0086,gene_0087,gene_0088,gene_0089,gene_0090,gene_0091,gene_0092,gene_0093,gene_0094,gene_0095,gene_0096,gene_0097,gene_0098,gene_0099,gene_0100,gene_0101,gene_0102,gene_0103,gene_0104,gene_0105,gene_0106,gene_0107,gene_0108,gene_0109,gene_0110,gene_0111,gene_0112,gene_0113,gene_0114,gene_0115,gene_0116,gene_0117,gene_0118,gene_0119
MM_0000,-0.13832672696094273,-0.44169179417299426,-0.474512933619039,-0.6718477397612058,-0.3157894861550056,1.178450850318331,0.19923804124923924,2.4718090760554694,0.17050818601964934,-0.29006577393725175,0.004132882654866092,0.25649197844354,0.43525395717106363,2.0767113258590237,-0.8453204649775686,0.8590460581777356,0.20775059761412384,-1.5710977425706176,0.7706987820947633,1.2676235608039048,-0.8571764037774298,-0.008933867891970693,-1.7253542620077036,-1.2588064596843365,1.0480295776172526,-0.4664165060074345,-1.1088029749380393,0.22946036445842968,-0.5224124314310232,-0.4708216577755361,0.7393260256749032,-1.1617333589343466,-0.9053652126818322,0.15407999214886864,0.9694097907482053,1.2381603014898497,-0.665061720361623,0.9373769669196479,-0.7841422934704089,1.8262093469068,-1.1337710254197284,1.328478810791731,-0.6564861068187239,2.0132464547946003,0.5913207288524843,-1.016016529408222,-0.5222384795425068,0.7811812052237417,1.0526444176155614,-0.07071559172446261,0.044658280963466405,0.7583530326440655,0.13179842701081995,-1.2935048593383758,-0.8129740246401806,0.23511994315166507,1.2154824164976936,1.6159824241620477,0.7795294207714503,0.28729076103636375,0.748813885982477,-0.6667508502068556,-0.15323096025821417,-0.8241307213394766,-1.2487426107077115,0.33354901163620493,0.1855133065847436,0.6876524845090128,0.5461118308924472,0.24264427132386202,0.5566166656775543,-0.04268309622747663,0.4128913952224006,-0.7261444026863596,0.3697059256391301,0.6684176852860094,-0.6696814280722031,0.05183209899284673,-0.6236025096293596,-0.5265066965161149,-1.1249293551021546,1.2657749251665555,1.0656851747200478,0.5374338542273371,1.972195951943814,-0.18924569656839169,3.0317624151106344,-0.22752941536322038,0.25519335175601643,-0.39777791394020817,0.372325560060305,0.8356149278862445,-0.11391639305308393,1.7767198471176207,0.23914928463346072,0.2704853861101991,-0.9089976945137175,0.4184990745503845,-0.1340272208093656,-0.6082397293372869,-0.7764744081483639,2.671763379756685,-0.2634772501790354,-1.4569854207812678,-0.6982214597325725,-0.051567839476213594,0.546667032616485,0.5547965217253135,0.6766145517765254,-0.6448603066373296,0.34044044350154545,-0.8760594641105784,-0.6196429830140117,-0.9177089745002595,-1.1883888545982695,1.0642094888580087,0.6886117009788877,0.9766653699781299,0.03931306602429631,0.7768076988651466
MM_0001,-1.761289404642545,0.3630875180453551,0.1771198300050302,0.6271096001491656,0.38002329904861315,-0.9870551545368866,-1.4980397753910466,-0.7120541661829632,0.5649172812729122,0.6900914151753954,-1.3679422773818628,-0.9810993674682146,-0.7232356859408393,-0.3573050602668157,-1.3620508308526522,-1.4220517661401326,-0.8218352964075539,0.08625383622500567,-1.1805943397534906,-0.11580350997176611,1.0585528161418154,-1.30177973741351,-0.20644575841053947,1.0247567337507726,-0.4182683903638093,-0.5736696908584189,1.1634958143064738,-0.30620207897154783,1.1044950252055679,0.4289653911271988,-0.34284465290983673,0.47969053059753036,0.3204495138460378,1.020882821002474,-0.5483455378650185,0.041206066781619685,-0.061515679604637406,0.7041481416397848,-1.0251791944441757,1.016977048237856,0.4663287721704166,-1.3169250736329463,1.2082628254805003,2.2340930807977313,1.0018339695494078,1.4269847672264693,0.0853713816025881,-1.66150491973851,-1.8441204511675249,0.25508204386775846,-0.59197880772998,-0.9145762783273513,-0.06274668396867535,0.6155852878612882,-1.4527575467621472,-0.4488776202803848,1.5098706831203152,-1.0752883802213746,0.8697611871649563,-0.4847307615489939,0.5457937598499527,1.0973275072028672,0.7412817669850216,0.9091596022138765,-1.1515935334079561,1.1136597067412988,-0.8526931146348199,0.2595417655715384,0.2582461869972269,0.48512255886958094,0.33695667606019053,-0.8438099785247232,-1.3498674122957162,0.8723486799617686,0.18583457751891555,1.1493768409578178,-0.04473293418786798,-1.4051643606769604,0.9661296810041061,-0.370370609661107,0.3420034574210212,-0.6474594284795192,1.6443017102336905,-0.8765648241831969,-0.33742975410617465,0.10744870269731638,-1.0921823270869582,0.33051952858759515,1.6119104774674902,-0.49046216069371046,0.3951428190317255,-2.7494353860385554,-0.03892920048484066,-0.31304228592620537,-0.8184976024103849,1.081450469628532,-0.32624368162382816,-0.17747748709358746,-0.37719287478907115,-1.9168158717650765,-1.131986440076961,0.9610934861202163,-2.109950646879972,-0.7663153496157056,-0.3997200562897638,1.7436218672915653,0.768603765496369,-0.5571705270530996,1.304513697115551,-0.7405158205011196,1.0090998037340055,-1.3588772459230156,1.0732578317891572,-0.4061336454709856,-1.0285042409412697,-0.21714361307631405,0.27734417972021486,-0.49474843052571216,0.5539535059953238,-0.5829938836640675
MM_0002,1.620372393931358,0.44222206203659953,-0.06092305470793503,-0.4413823123659498,0.15154079576526616,0.5502537430336992,2.0617991527316084,0.939420421798181,0.9759899498158413,3.0885121948602836,0.5159584767678441,0.4846435113117023,0.7040150743216541,-1.0089659775882531,-0.4439016364187562,-0.506169266692334,0.6476139772195617,-0.17417456222119868,0.1382234254743028,1.0874546201484645,0.8631507387041388,-0.16172100304124704,-0.6699950968782225,1.1352747316531886,0.7738911809098658,-1.6062568182953822,-0.3131539389082808,0.1655154620167624,0.7788297171210313,0.9101014949397712,0.2839060011754735,0.585247531358856,0.06413680237815363,-0.6738516881805606,-0.261264391041254,0.018991186640108272,-0.034679250018589874,-1.8855729044434706,-0.3974833349294312,0.05620565308915186,-0.281369991905701,-0.24682379551158573,0.4879913708045874,-1.0789571870486339,-1.6280422139512112,-0.3481697908366748,0.7641144055017897,1.6875530394866385,0.78212823909474,-1.4682637598688473,-0.23236723937677117,0.2566343810815294,0.1775911169235922,0.539304552942874,-0.9170489464607607,0.06494308755074261,0.420322829776129,0.8256709533036595,-0.805718166612792,-0.345156867242898,-2.7038176800733402,-0.6214619675777742,-0.524414892971043,-1.019584508167443,0.1656121502326517,-0.05594543204526823,-2.2592138775776114,0.21550796930175647,-0.9283241307890274,0.48568895919051513,-1.2818512477286654,0.03000653853094012,-0.2831633288865059,0.30310188495033036,0.12469727765134685,-0.25516417502145444,-1.5362723140442447,-1.4772079634610316,-0.583886939092219,-0.00827988392958697,-0.608247947199117,0.6252119305794656,-0.2792209192116837,-0.9650127247795103,-0.27809629298790933,0.22585983631655238,0.3248847188245844,1.8783791319931293,-0.6689093400034194,-0.07347866159040038,0.4261239468194264,-0.023422959200815323,-0.5006181459886532,-1.5492571763442435,-0.5108345590530156,-1.073702412717801,-1.7266066811237784,-0.7956788416705864,-1.0470917207664545,0.5837865452929482,0.6010918374142937,-0.9038792895808748,-0.2602286305631211,-1.8582426621125354,-0.4943399501826941,0.3989819007023456,0.8249378896141027,-0.7130470816913138,1.0518548605275198,-1.5156919215134717,-1.2476277991437925,0.7096618656378763,1.6711212285632473,0.4934319881836954,-0.040342386534012425,-2.1951837465222086,-2.0224470560434793,0.12940953689586895,-0.35806266957117455,-1.105835182152118
MM_0003,0.06553258083005072,0.11513136750780958,0.9444158685402726,0.13660228301270078,1.2283943683343845,0.007994029548813363,-0.11533499480733611,1.0643121862471823,-0.9784408800414345,2.8144474532661614,0.3752574781667358,0.3808292528376731,0.5250959739725976,1.8771364753316424,0.7925074116726066,-1.6050559790039236,1.4034703847675043,-0.3408965794450173,0.10715507283932346,-1.2792539721752665,0.5262020181238957,-0.6513742900675522,0.10016963799347375,-0.284099005360783,1.9250128017358519,1.9822603001455896,0.046513170214741384,0.06397771136885474,-0.37344296634951507,1.1060062915027862,-0.32891987033337716,-0.4213372746456993,0.9785928636649645,-0.5382990953166494,-0.03775503444853058,-1.5813107815109928,0.7041903451231669,1.9408669391818687,0.7212253727997919,1.461799167547305,-0.8461021361773309,0.2363242820282007,-0.9431599243693896,-0.22776554558134285,0.7722114773525048,0.10182061310329862,-1.4126410226012216,-1.3150291055377534,-1.3811639314907738,0.4914525899395903,2.0638945356566682,1.3624582440002129,-1.8959851991460643,1.421075938069784,0.9364004170146472,-1.5452999455287577,-0.3032016167104975,1.0955224114958095,0.5504335109347853,-1.3090950523879856,0.6107421557961942,-2.1375005960805877,-0.22282217575721136,1.1379567694000488,0.018394215571319834,-0.4989375499619459,0.8893462537723492,0.9747518150865815,1.3100396928669502,0.8743424284463873,1.0813747939371465,0.7329085574375346,0.26552864911647195,0.08950899976381409,-0.237259719097402,-1.2123682930597257,-0.9553115088198088,-0.28201448193520967,0.2414521596024293,1.4408125980042632,-0.04179722787551253,1.003476290877664,1.0793156564321207,-0.231446797688791,0.5946902113701839,-0.2435280417248615,1.3221358940784769,0.6358433382659322,-1.1904837546883553,0.16152465215384673,1.6481121618238797,-0.18123103454670117,0.44771503009506813,0.5458788377391453,-1.0366228991646005,0.5107079492135139,-1.3938351520346257,-0.6256241064013961,1.075722967494192,0.356756290308358,-0.304477807746527,0.44646102124518744,-0.060092247755131445,0.012578502351833248,0.6568185267201376,-0.7273677406591319,0.040336405554690695,-0.3122681946066529,-1.5856033746002556,-0.9204557562492998,1.5682064470638322,0.38472331458523407,-1.3235883014013892,-1.5403543758484106,-0.11216390011058394,1.5611865331764823,-0.18675813480435263,1.306999553404016,0.3519307708186574,0.47125045784589364
MM_0004,-1.3357205093045694,0.9375229217497576,-0.3349320372736072,0.8630924536109083,-0.814169981986113,0.1770493475099125,0.3520029539376315,-0.15403331657586652,0.4045451930861567,-0.26639707519250877,-0.6490597530412794,1.6054833827939645,1.0489528663614422,-0.7608647450481768,0.5684443055946129,-0.742678854701153,-1.1846846436623242,1.0338094413989762,-1.7040996256474057,0.9268559135765412,-0.2527223125730585,-0.21154660308052864,0.4097512196232897,0.5811988119942524,-0.8263431768289082,0.7177256087500634,0.1133705380252234,-1.2560547928680381,-0.1698744835797392,1.3812790155589258,1.6765947982456966,0.7173484576086773,-1.19034348816837,0.4906069024558882,0.8508609038591928,0.7257079833187221,0.7849542886879182,0.3632630792475308,-0.0724123388305437,-0.6083674959040184,-1.8979355185014963,0.33964176671335083,0.18605284365218855,0.5575758428248162,-1.3375436932928941,0.6450166893150603,2.054545094620777,0.07845013077791134,-0.06166531920654083,0.309002356085701,2.032337024710338,-1.023647761699891,0.20320693339390494,-0.7996574222976441,-0.547004720844995,-0.04959030788193934,1.3473232416135588,1.8009906006887368,0.4481421446267063,-0.3765947230234853,2.4927388666385184,-0.4275544813295202,-0.5711359143597373,-1.7749430445787269,1.3960915692447435,0.968245592371294,2.417805536116446,-1.3895233522181258,1.4581708074791095,0.07013551836612739,0.8061002168001363,-1.647777141104471,1.4680818226652972,0.7865167513318304,-0.038910034786217525,0.6451126876611214,-0.7654953010422492,-0.5794400855816993,-0.46344461362539624,-1.852727861690278,0.8617584942033671,1.1915936141825663,-0.7013441497638416,0.3482030159448188,-0.2655404746292363,0.3282739620810305,-0.6275772412110292,-0.8834251560876358,1.0520748860237426,-0.06387058512449259,2.0221089508534758,0.046309964794139964,-0.9260780403504922,1.2269408764359389,0.6308001641460198,0.7268728636964236,1.1906006788679186,-0.6527962938457945,-0.12725330898528756,-0.17144983148779322,-1.2907465369156184,-0.2635901501582435,1.3363794578768242,0.237338103793847,-1.3460613278449878,-1.555839411664935,1.6647760587482714,-0.09031901025512999,-0.6474102057016173,-0.2739917648970031,-1.477307754317332,1.4230951495116198,-0.3930529375860296,1.367401527738422,0.05165171444731515,1.4295319745684398,0.2566944990430854,0.853232662869076,0.7190930460883368,0.6232910662519707
MM_0005,1.6479344771827107,-0.2328507161155849,1.9154346915728602,-0.9069369850959007,0.004307642343159692,0.01488587520759545,0.4024407533435215,-0.4294726458945011,0.31474630558958777,-0.16884258520296613,-1.5819525174378992,0.009552286256846456,-1.1005653330301517,-1.734385762448901,0.13687332068938496,0.48788334201956646,0.5266980421045764,0.5671707070196942,-1.9325890209406105,-1.3610169279074695,1.9735214368136709,-1.0472087600770361,0.6108410311366891,-0.686937621665846,0.07967273926756446,-0.6332542022735941,0.5615411546196448,0.13677411731669906,-0.4482897736442336,-1.0501721196807103,0.2677741974925111,-1.21271879904259,0.4274810421208385,2.6264849090369,1.350170051262012,0.7183478868941628,-0.08560729774114767,-1.9387526270035254,-1.3222863959001843,1.2827928561027135,-0.7897560801247798,-0.6992520981640467,-0.16565047568402144,-1.0620462588465547,-1.2267687345516363,-0.050474072781421825,-0.8915294546720363,-0.7410185797788948,-0.781191026147006,0.5223602138344686,-0.23212569049535728,-0.17857196789385368,0.5969458973088833,-0.14203960823294015,-0.27825376845717287,0.47045035557017084,0.668197843557631,-0.14707349950860418,0.0806077756205216,-0.781790229733328,-0.8606830431645255,0.7691475019668077,0.4449420625446217,0.4552984384165761,0.28085434872552223,0.04620327581495357,0.6964118908227692,0.9351087610227838,0.9112280051906476,-0.10077791594598683,1.386992729908838,0.22846068173232117,0.6323761925657985,0.28208789083487973,0.2470067074841741,-0.7357519902503197,0.701350838344826,2.845294394907639,-0.3747950747900833,0.07099471542494816,-0.4462052643472624,-0.48801990156193453,1.5444494781186728,-0.6729710177274647,-0.4740804733663613,-1.5874928237313013,-0.7576117245422473,-1.7083998929533477,0.6318046992119288,2.7996972218373095,-0.36667879365052214,-1.6667579329902373,0.8999996644297332,-0.7269249589301569,1.2993469305535403,-0.2820290477899447,-0.6318156890827807,-0.17795755574568647,0.7577767609361872,-0.22742063075565644,-0.49672470279370545,-0.1988316029788718,-1.271855184500885,0.39703160229398016,-1.7867265938449102,-0.44412145436551537,0.7593852088307432,0.3030482829327168,0.5903205729863903,-0.06504567271880911,1.1697461809855167,0.924699196769792,0.44614100424767456,0.927545777313543,0.7504235544035768,-0.43946351334689027,-1.3438989116913336,0.42036212584262383,0.5460892308314287,1.0904719911385654
MM_0006,0.0636787249547065,-0.9064310592771633,0.45990026630777037,-0.07116698885308664,-1.8857616105711281,0.37510816375419076,-1.8524229149889546,-0.9452565518733762,1.3516813728601071,1.8248790178071153,-1.2156563684719617,-0.3293915374126943,0.04262252307870598,1.781226927581568,-0.49286894782440155,-0.4768840230332781,1.5487255584628619,-0.374789152718258,0.7222017089664575,-1.4771429651124275,-0.17123274409232622,-1.6595968383264046,-1.0554337809557044,0.8392013551522634,-0.04990539108671263,-0.31910574055297464,-0.7487496239809176,-0.22065607324128275,0.30111316710069364,0.9829162064617618,-2.6251466840968023,-0.8317611742628097,0.15909624218900573,-0.09886311596228586,0.403376242526725,0.26754028612655384,-0.30486786299340723,-0.5268531959871771,-0.2455014897355009,1.1487423498227427,-0.7320079329057144,-0.06280672314395548,0.18334221399842102,1.560350929874458,-0.30030825823631324,0.9588066560109609,1.2319794032650222,-0.06375426499064825,-0.2107189790767625,-0.3290536720482161,-0.25582313424258235,0.8542398605768328,0.2310099772555139,0.2352897091698694,-1.125223510379835,-0.9674900773752345,2.14344682477698,-0.1778257252886896,-0.7747719955783602,1.4310991655892973,0.2818085486835521,0.5781549168645216,-0.1380470752815336,-0.31867309057680415,-0.16958637249729036,-1.3827381702986268,-0.08792740941989748,0.29603307704261733,1.8504632338437539,0.0859990650052155,-2.334177042210305,-0.09398543278462142,2.739504133108306,0.8663662349850397,-0.8108889438085887,0.5911065144305567,-0.7420134248897403,-1.3538075195468575,-0.3483693632340722,0.09152643923886121,-1.8721555024333958,-1.1491592905386359,0.010335563182354726,-0.40817317598895414,0.39481127114609077,-1.2146683273085614,0.7141137485533007,-1.183759097060195,1.64273430193763,-1.7157582843783166,-1.0925542703834126,0.4173708030318292,1.6642332514976381,0.31504303611617074,0.5628579201823911,0.01753690167305848,-1.0263984541151934,-0.4901383482393793,-1.2119097199812767,-1.2787099677768716,0.40174891931974643,-1.1231779820879617,0.3195540067233614,-1.3018227522210977,0.29638302011675466,-0.4886825689629625,1.4066155336506445,0.32371889557906497,1.2357828929941415,-0.7556467164251925,0.056143340244167284,-0.9810871581162783,-0.4136052427444181,-0.2621042227446291,-0.7258582206871392,-1.215502858845695,-1.4135173236526528,-2.339748115707397,-1.0563464635034578,0.6274938966718445
MM_0007,-1.598498532013283,-1.368122846253305,1.790898571232915,-0.636496049848254,0.3210460091648358,0.6423171465004947,0.6625261297812802,-1.5223142306080597,-0.23105967989949022,-1.6182272695183921,2.4463178589103234,-1.5948752640156,-1.0478402188698202,-1.0406008548415047,-1.4966604767228804,1.3525939097565454,2.422447901083496,-0.4757491193126174,-1.32042314684441,-2.236925498726021,-0.24410871852210148,-0.31636542316144384,-0.6512961263601446,0.2213752539762284,0.3951731428154863,0.32308325793790066,-0.3161248719684872,-1.101621829574262,0.6658330978067158,0.012513759421530454,0.8883575248346502,0.7900755494722314,-1.4217620690471156,-1.4342222074576032,-0.7555407187405284,-1.056265408290668,0.7552517759761007,0.35130967598791774,1.0991839937853107,0.3964868174109183,0.20864958187336902,1.1997297803441704,0.4697273397350485,0.0681009634377188,1.4804530339306854,0.11518088315279006,-0.30434060491792164,-0.8378232587776496,0.7030254590454112,1.2370505418424689,-0.05058740143343007,1.3079156237798386,-1.970015031971576,-0.0554533748079148,-0.04009491210443619,-0.726994372407347,2.383861037981873,-0.06619263268876116,-0.4077307716044333,0.02596211343350502,-2.0028137385258296,-0.7598679253449151,0.9832399694454041,-0.6289453549327747,-0.8288751628002715,1.3095256365144003,1.340254400951829,0.5169904721611418,-0.4551173340386673,-0.23947106511632352,-0.804149961574959,-0.9947731190286448,-1.0444164883084324,-0.6180544067852075,-1.034720990684745,-1.563705118543149,0.21940266975390574,0.23459558089343707,1.7007927584283167,-0.6683383683547026,0.29610058962327057,0.31271257927480167,-0.2538375611255331,0.7443335887496761,0.7752291868507144,0.32741109519753997,-0.25563970504779554,-0.35753010855453504,-1.3677538987970592,-0.8059177786176916,-0.6220075239016879,-1.123971762429434,0.43992396668766426,1.19662786898701,-0.9080624323291501,0.28344143574463715,-1.0341111395297102,-0.30492217093916213,-0.6903295791777758,0.6018956486064415,-0.6787881738421783,1.0116604137066467,-0.24572077366219902,-0.6496037095948308,-1.253305262345163,0.2532045102953498,0.8952184022261802,0.2733212565368742,2.238831666414424,1.4297874524704182,-0.3075277647170156,-0.31802743380706927,0.4696967194853532,-0.8380191804256851,1.1662883065324867,0.3616005218435837,0.2564589108585328,0.6869536677708163,1.722829883369059,0.17095535218750518
MM_0008,-0.11304037087138435,1.5087196233225784,0.9675504159911353,-0.3209798403837223,0.005186448659020086,0.19538091593879858,0.36181294460498287,-1.356599850939114,-1.5424846078015602,-0.8873900220024538,-0.9647384430113423,-0.6438240139725026,0.6347106420900043,-0.16892915632473834,0.19639460501018827,-1.2243034100422616,-0.46164220292094515,0.5872576617448404,0.5949524581768018,-0.7245738281879079,0.1616623863795536,2.198847853482332,-0.017597929255638137,-0.6931869461424454,-0.17376238936216024,0.09217710752683304,-0.1511683806905494,-0.03135470067650179,-1.4434467969368396,-0.9626304750859512,-0.14933523707149754,-0.1652679700224367,-0.5661892748600006,-0.17701358607643694,0.06101485541420536,0.8894134565245253,-0.09921173522605088,0.3991032052982532,-0.541600301433921,0.5720957235984819,0.3757302976123567,0.8658170031798195,0.7134604624444878,0.5887356228811461,-0.09841740865778026,0.24493922704446816,1.0635089284515264,-0.6520745694027944,-0.6284077786968656,0.18143139795036198,0.41527969026545347,-0.8241064992640045,-0.07476256341330836,-0.09399877422878479,-2.2152801156034707,-0.21959398925875973,-0.1573178328484663,-0.16029294282301915,1.4159142745772682,-1.2157982985088753,-0.8246225712046127,-2.612195798319334,-0.4809166661741407,-0.39564355412600094,-0.5099771763342562,1.10767733948376,0.8606175223369632,0.07785672426730414,-0.37061305353986224,1.0261896681068639,-0.01975785983585163,-0.8182700389184578,-1.7162486774845516,-0.44131449389568267,0.7546436171726086,2.2765386895430897,0.06161034618947592,-0.7653555151203043,-1.184965208284214,0.5519548963055988,-1.7646160523842684,0.5503451014048882,0.8177116062629123,0.43627945323286405,-0.21966167193855743,0.5649406535468146,0.17093837112829996,-0.7781238418605918,1.8504123223750257,-0.3516793796105163,0.7757523004499094,-2.4186142826957147,1.276470882780929,1.4687637446545818,0.029833787126638218,0.5587710347377585,0.5585151816075627,-0.6427835696407243,0.5471223054393403,-0.8086304698725554,-0.6087569236453261,1.1269431432122987,0.9746576907002027,-0.7063755021157926,-0.7335763435010406,-0.6455966024576721,0.7326395664654908,-0.9999847808103971,0.3567126390359526,0.7468468106342946,-0.08824545029310012,1.0100636968649277,-0.30431016948979245,-0.2138556009939144,-0.9772462311318565,1.0171773476202053,-0.7665204469788703,0.3497718177150592,-0.07131606712593476,-1.0527830631116626
MM_0009,0.39089685617667924,2.582872239040734,1.0016575426344805,-1.009150341366842,0.30532828734869183,-0.1461140315945451,3.4540464022441815,0.2851238413422724,-0.3806248470663645,1.4200279177871042,-1.8410361672928455,0.09432015638109745,1.9944284946810726,-0.11619928435975406,-1.7333010446480788,-0.39591796441059773,1.4545180409590368,0.37606959632077114,-0.8388561095125178,-0.685242807179024,-0.5597002711498134,0.36119788405399617,1.3381961329386531,1.052423012799171,0.45601218210912847,-1.3316447600574832,-1.3279325139934413,0.5332520212137634,-1.3454710979328943,-0.22556702106860427,0.304150446186177,-1.1375939953626888,-1.0242623343588635,-0.09412106456781866,0.5036502875240538,1.0615187704137568,0.6070534347705518,0.07365659499219453,-0.7461947535570493,-1.0709069958445192,-0.5108770883291476,0.40993558498056715,0.33662370662734287,-2.0999019857251224,-0.785677028267503,1.2045075516061559,0.07921504780413943,-1.417008913102986,2.3558211815981513,-0.028941732314764643,0.38433395931340797,0.3995247560451345,-0.36759546616018607,-0.7275736818213943,2.1216749850659404,1.0032058696177506,0.8219372011086765,0.5762891917182107,-1.0033173903616845,1.2775301917402737,-0.8431326580117493,0.2832867981506457,-1.6393899054645689,-2.0408588506475196,0.3182912026531147,-0.8090992671949081,-1.9891675712972732,0.5406095029470755,2.120080771050789,1.3895602585800617,-0.2573178852656725,0.00884530669694572,0.8877062567839132,1.1221280198349068,-0.3435357188256987,0.034177715724574294,0.30061480676453645,0.5538763202788318,-0.13307644201126692,-0.12008524506874427,1.3798323297543882,1.2095207024428862,0.4774105734360883,1.7191090700229286,-0.386445762226417,1.6229734486293805,0.5425154435355505,3.2710261222145895,-1.1924819267824778,-0.6893452522173416,0.4187978282005477,0.3972340529789919,1.9501389841750185,-0.6683746832995339,0.9049185186938843,1.1624630046819957,0.7046478322206475,-0.96099634192432,1.407758805254198,1.2293249313154138,0.5995845197903774,0.20434768720895413,0.22610801004437128,-0.07873579223937772,0.6407851342526418,0.031134852944977556,-0.8485249753526413,-1.048591644827592,-0.7520362536522921,0.22213224254945177,-0.026955836435207322,0.21534379328874922,0.500813133546111,-0.6273209259168789,1.4656601683453478,-0.2677108270474744,-0.433426984781509,0.4823862373324524,-1.8365102023750728,-0.7905344497229193
