patient_id,prog_proliferation,prog_mmset_t4_14,prog_ccnd1_t11_14,prog_maf_program,prog_myc_targets,prog_nfkb,prog_ifn_response,prog_plasma_cell_diff,prog_bone_marrow_stroma,prog_highrisk_gep_proxy
MMRF_1021,-0.3121009228707976,2.2611770598025482,-0.27748971275697004,0.02840680022883088,-0.5861609350569496,-1.0599345959060382,-0.8565430967567643,-0.030115392386578944,0.15773628971278394,-0.6324229189599005
MMRF_1024,-0.660993509757708,-0.8464259563122547,-0.03092287460957269,0.11507238434387708,0.052823316422228296,-0.2839465017590912,-1.0239563136095515,-0.03501114675227479,-0.5855853972649017,-0.21263784991067677
MMRF_1029,-0.48372579129994187,-0.6142360522431933,0.1797846722377033,0.04121708349136444,-0.8998059540469162,0.2217739766269665,-1.0482968442109406,-0.12730932585296945,-0.9046954983994465,-0.9071030334466105
MMRF_1030,-0.7704006469675136,-0.7417880687372465,-0.27370959247340443,-0.2629246643167178,-0.908906014980759,-0.2617388357163511,1.033940597313349,-0.17179516180297666,0.31839024263166765,-0.8504113281430395
MMRF_1031,1.2746789902523554,-0.45316756561947547,0.2853493134167179,-0.1613894627691531,-0.14558186619972407,-1.7233710849971657,-1.084725959083359,-0.5349434047279487,-0.2028709921351343,-0.09004936354625744
MMRF_1032,0.06202728667375815,-0.4746590217560497,-0.248267934987629,0.30116687119132274,-0.3337857916861294,-0.2157165256069188,0.3986760780206627,-0.40187379918956445,1.3762953855357385,-0.31502387958604866
MMRF_1033,-1.1491733291710824,-0.606229076606642,-0.37374138960174025,-0.3009205910740745,-0.4845779172537301,-1.0327636254203842,-0.38869790526756426,-0.6648093561368028,0.30689388532627254,-0.9654792328583509
MMRF_1037,-0.4655012325629599,-0.5673363668541439,-0.22465701570797927,-0.5774032205786005,-0.540145429685312,-0.6729083711890699,-0.7222645456805458,-0.7862948146228949,0.2964084846623512,-1.001635678086758
MMRF_1038,-0.7338882645383045,-0.6450388638601804,-0.39794354148104255,-0.7905919247440585,-0.4214440326463205,0.6522316663157844,-0.25136867485082076,-0.047107142967812154,0.5684324609641328,-0.9940811965815145
MMRF_1045,-1.0237408566467119,-0.4452665700164069,-0.21431204909243912,-0.9309108804533986,-0.4278211689175377,-1.1198762384881384,-0.6758982778438116,-0.12244054353416596,-1.3315723064156144,-0.9444373402344919
MMRF_1048,0.4071123318357794,2.8085256831637895,-0.07850269051527725,0.9899035844774644,0.14184431602201086,-0.0978192075330138,0.7705301755021976,0.6962880639907523,0.9785371207665782,0.33368468494857834
MMRF_1049,-0.02596163929739685,-0.600350354655822,-0.31105444457752934,-0.20752361601528857,0.6813815723100358,-0.25464186186336496,-0.0008025626826721477,0.18474867418412458,0.02323557719723914,0.3124281738532041
MMRF_1061,-0.38308854287678984,-0.19014180876505166,0.7387774386638822,0.7082212772932622,-0.8075019621037738,0.5945756573722119,-0.05650188010913004,-0.2668341236713104,0.010108341776031168,0.005214149308248074
MMRF_1068,0.5311713898055693,-0.21461568725559915,-0.20493429709741134,-0.6609607590775574,1.1659036917477532,0.6445949893764383,-0.23627836212911105,1.3820938934004612,-0.3939390823686561,0.8606451090463583
MMRF_1073,-1.0195112389647423,-0.5851950137656903,-0.4922436874969227,-0.5558505789393559,-0.17013369785091106,0.8118779932412097,0.05175154288700359,0.038302236338305665,0.8705587726287346,-0.6268755595565219
MMRF_1077,-0.14396193352930464,-0.21181439412442263,-0.27294034239569775,0.09794426885742324,-0.1285576953282532,0.16311340595962234,1.8475448101245906,0.7000436680357767,0.16260557388606783,-0.13960862380090644
MMRF_1078,-0.38171356748585555,-0.5372495263943177,0.7957080429348742,1.6778393650075518,-0.419346325980465,0.31366915410573426,-0.11406263419730554,-0.31849002165922036,-1.176861572862366,-0.4417180159201458
MMRF_1079,1.7251436784646188,0.013631590682049596,0.16399481465264615,0.3728907182080705,0.6220856746858879,0.9499851124453356,-0.06587395447402698,0.5352477434195209,-0.6939757450540581,1.074912905881082
MMRF_1080,-0.4793458715361653,-0.38106930441806913,-0.20725118103259288,-0.0648916729745061,-0.21808404163120013,0.6854706278629883,-0.2809792838487285,-0.0017849498772529726,0.7076802979247896,-0.4745324208997966
MMRF_1082,3.487668818756708,0.3052464952843884,0.6139317372294486,-0.4863530230664115,1.9694386169209457,0.13271075553127018,0.13791433941670903,2.0238712351205583,0.6832734786021007,2.62183585574391
